name,brewery_type,address,state,phone,website_url,country,region,division
Ten Ninety Brewing Co,micro,1025 Waukegan Rd Glenview Illinois 60025,Illinois,Not Available,http://www.ten-ninety.com,United States,Midwest,East North Central
Ten Pin Brewing Co,brewpub,1165 N Stratford Rd Moses Lake Washington 98837-1514,Washington,5097651265,http://www.tenpinbrewing.com,United States,West,Pacific
Ten Pin Brewing - Production Facility,micro,1149 N Stratford Rd Moses Lake Washington 98837-1514,Washington,5097662739,http://www.tenpinbrewing.com,United States,West,Pacific
Tenacious Brewing Company,planning,Not Available San Diego California 92101,California,Not Available,Not Available,United States,West,Pacific
Tenacity Brewing,micro,119 N Grand Traverse St Flint Michigan 48503-5620,Michigan,8103396676,http://www.tenacitybrewing.com,United States,Midwest,East North Central
Tennessee Brew Works,micro,809 Ewing Ave Nashville Tennessee 37203-4631,Tennessee,6154360050,http://www.tnbrew.com,United States,South,East South Central
Tent City Beer Company,micro,6760 El Camino Real Atascadero California 93422-4205,California,8054606454,http://www.tentcitybeer.com,United States,West,Pacific
"Terminal Brewhouse, The",brewpub,1464 Market St Chattanooga Tennessee 37402-4448,Tennessee,4237528090,http://www.terminalbrewhouse.com,United States,South,East South Central
Terminal Gravity Brewing Co,micro,803 SE School St Enterprise Oregon 97828-1674,Oregon,5414260158,http://www.terminalgravitybrewing.com,United States,West,Pacific
Terramar Brewstillery,micro,5712 Gilkey Ave Bow Washington 98232-9353,Washington,3603996222,http://terramarcraft.com,United States,West,Pacific
Terrapin Beer Co,large,265 Newton Bridge Rd Athens Georgia 30607-1145,Georgia,7065493377,http://www.terrapinbeer.com,United States,South,South Atlantic
Terre Haute Brewing Company,brewpub,401 S 9th St Terre Haute Indiana 47807-4417,Indiana,8128143071,http://www.terrehautebrewingcompany.com,United States,Midwest,East North Central
Terrestrial Brewing Company,micro,7524 Father Frascati Dr Cleveland Ohio 44102-2087,Ohio,2164659999,Not Available,United States,Midwest,East North Central
Territorial Brewing Company Production Facility,micro,2815 6th Ave Springfield Michigan 49037-7986,Michigan,2694410030,Not Available,United States,Midwest,East North Central
Territorial Brewing Company,brewpub,256 Helmer Rd N Springfield Michigan 49037-7914,Michigan,2692821694,http://www.territorialbrewing.com,United States,Midwest,East North Central
Texas Ale Project,micro,1001 N Riverfront Blvd Dallas Texas 75207-4201,Texas,2149650606,http://www.texasaleproject.com,United States,South,West South Central
Texas Beer Company,micro,1331 W 2nd St Taylor Texas 76574-2434,Texas,5122897460,http://www.texasbeerco.com,United States,South,West South Central
Texas Beer Company,micro,201 N Main St Taylor Texas 76574,Texas,5124666939,Not Available,United States,South,West South Central
Texas Corners Brewing Company,brewpub,6970 Texas Dr Kalamazoo Michigan 49009-9795,Michigan,2698707724,http://www.texascornersbrewing.com,United States,Midwest,East North Central
Texas Leaguer Brewing Company,micro,13503 Pike Rd Missouri City Texas 77489-1033,Texas,8328959000,http://www.txleaguer.com,United States,South,West South Central
The 377 Brewery,micro,2027 Yale Blvd SE Albuquerque New Mexico 87106-4139,New Mexico,5052503388,http://www.the377.com,United States,West,Mountain
The Address Brewing / 1702 Beer & Pizza,micro,1702 E Speedway Blvd Tucson Arizona 85719-4515,Arizona,5203251702,http://www.1702az.com,United States,West,Mountain
The Alementary,micro,58 Voorhis Ln Hackensack New Jersey 07601-4820,New Jersey,2019681290,http://www.alementary.com,United States,Northeast,Middle Atlantic
The Amelia Tavern,brewpub,318 Centre St Fernandina Beach Florida 32034-4241,Florida,9043106088,http://www.TheAmeliaTavern.com,United States,South,South Atlantic
The Angry Swede Brewing Company,micro,513 Francis St St Joseph Missouri 64501,Missouri,8166174038,Not Available,United States,Midwest,West North Central
The Answer Brewpub,brewpub,6008 W Broad St Richmond Virginia 23230-2222,Virginia,8042821248,http://www.theanswerbrewpub.com,United States,South,South Atlantic
The Bakers' Brewery,brewpub,531 Silverthorne Ln Silverthorne Colorado 80498,Colorado,9704680170,http://www.thebakersbrewery.com,United States,West,Mountain
The Barley House Brewing Company LLC,brewpub,8399 Sharon Mercer Rd Mercer Pennsylvania 16137,Pennsylvania,7242697837,http://www.barleyhousebrewing.com,United States,Northeast,Middle Atlantic
The Bear And Peacock,micro,1288 Orange Ave Winter Park Florida 32789-4940,Florida,4078012714,http://www.thebearandpeacock.com,United States,South,South Atlantic
The Bell Marker,brewpub,602 Broadway Ste 101 San Diego California 92101-5449,California,Not Available,http://www.thebellmarker.com,United States,West,Pacific
The Black Abbey Brewing Company,micro,2952 Sidco Dr Ste 211 Nashville Tennessee 37204-3710,Tennessee,6157550070,http://www.blackabbeybrewing.com,United States,South,East South Central
The Blue Grasshopper Brew Pub,brewpub,4500 Arrowhead Ridge Dr SE Rio Rancho New Mexico 87124-5986,New Mexico,5058968579,http://www.bghnm.com,United States,West,Mountain
The Blue Poppy Brewery,planning,Not Available Yorba Linda California 92886-7300,California,Not Available,Not Available,United States,West,Pacific
The Boathouse Beer Co and Boozery,brewpub,450 W Lake St Tawas City Michigan 48763-8320,Michigan,9899845233,http://www.boathousebeerco.com,United States,Midwest,East North Central
The Boiler Room Brewhaus LLC,micro,10 S National Ave Fort Scott Kansas 66701-1311,Kansas,6202232702,http://www.Boileroombrewhaus.com,United States,Midwest,West North Central
The Bold Mariner Brewing Company,micro,2409 Bowdens Ferry Rd Norfolk Virginia 23508-2450,Virginia,Not Available,http://www.boldmariner.com,United States,South,South Atlantic
The Booth Brewing Co.,micro,123 W 3rd St Eureka California 95501-0222,California,7075725728,http://www.theboothbrewing.com,United States,West,Pacific
The BottleHouse Brewery And Meadery,micro,2050 Lee Rd Cleveland Heights Ohio 44118-2557,Ohio,2162142120,http://www.thebottlehousebrewingcompany.com,United States,Midwest,East North Central
The Brew Brothers/Eldorado Hotel and Casino,brewpub,345 N Virginia St Reno Nevada 89501-1136,Nevada,7757865700,http://www.eldoradoresorts.com,United States,West,Mountain
The Brew Brothers / Scioto Downs Racino,brewpub,6000 S. High Street Columbus Ohio 43207,Ohio,614-295-4675,https://www.sciotodowns.com/venue/restaurants/brew-brothers?utm_source=gmb&utm_medium=brew%20brothers,United States,Midwest,East North Central
"The Brew Kettle, Taproom and Smokehouse",brewpub,8377 Pearl Rd Strongsville Ohio 44136-1637,Ohio,4402398788,http://www.thebrewkettle.com,United States,Midwest,East North Central
The Brew Mentor,micro,9528 Diamond Centre Dr Mentor Ohio 44060-1876,Ohio,4409512739,http://www.thebrewmentor.com,United States,Midwest,East North Central
The Brew On Broadway (The BoB),micro,3445 S Broadway Englewood Colorado 80113-2528,Colorado,3037815665,http://www.thebrewonbroadway.com,United States,West,Mountain
The Brewer's Art / Old Line Brewery LLC,brewpub,1106 N Charles St Baltimore Maryland 21201-5557,Maryland,Not Available,http://www.thebrewersart.com,United States,South,South Atlantic
The Brewer's Table,micro,4715 E 5th St Austin Texas 78702-5033,Texas,5126199569,http://www.caskandcoal.com,United States,South,West South Central
The Brewery At Bacchus,brewpub,4 S Chestnut St New Paltz New York 12561-1902,New York,8452558636,http://www.bacchusnewpaltz.com,United States,Northeast,Middle Atlantic
The Brewhouse,brewpub,229 W Montecito St Santa Barbara California 93101-3824,California,8059632739,http://www.brewhousesb.com,United States,West,Pacific
The Brewing Projekt,micro,1807 N Oxford Ave Eau Claire Wisconsin 54703-5187,Wisconsin,7154562486,http://www.thebrewingprojekt.com,United States,Midwest,East North Central
The Brick Oven Brewpub,brewpub,604 Canton Rd Akron Ohio 44312-2513,Ohio,3304757005,http://www.thebrickovenbrewpub.com,United States,Midwest,East North Central
The Bronx Brewery,micro,856 E 136th St Bronx New York 10454-3509,New York,7184021000,http://www.thebronxbrewery.com,United States,Northeast,Middle Atlantic
The Cleveland Brewery,micro,777 E 185th St Cleveland Ohio 44119-2170,Ohio,2165346992,http://Www.facebook.com/216brew,United States,Midwest,East North Central
The Collective Brewing Project,micro,112 Saint Louis Ave Fort Worth Texas 76104-1228,Texas,Not Available,Not Available,United States,South,West South Central
The Courtyard Brewery,micro,1020 Erato St New Orleans Louisiana 70130-4112,Louisiana,Not Available,http://www.courtyardbrew.com,United States,South,West South Central
The Crossings Restaurant and Brewpub,brewpub,45 Main St Putnam Connecticut 06260-1917,Connecticut,8609283663,http://www.thecrossingsbrewpub.com,United States,Northeast,New England
The Dancing Fox,brewpub,203 S School St Lodi California 95240-3511,California,2093662634,http://www.dancingfoxwinery.com,United States,West,Pacific
The Depot Craft Brewery Distillery,brewpub,325 E 4th St Reno Nevada 89512-3313,Nevada,7757374330,http://www.thedepotreno.com,United States,West,Mountain
The Distant Whistle Brewhouse,micro,118 S Main St Vicksburg Michigan 49097-1289,Michigan,2693707549,http://www.distantwhistle.com,United States,Midwest,East North Central
The Dreamchaser's Brewery,micro,115 E North Main St Waxhaw North Carolina 28173-6029,North Carolina,7048437326,http://www.dreamchasersbrewery.com,United States,South,South Atlantic
The FarmHouse Brewery,micro,14 George St Owego New York 13827-1084,New York,6072272676,http://www.thefarmhousebrewery.com,United States,Northeast,Middle Atlantic
The Fat Cat Beer Co,contract,7979 Ivanhoe Ave Ste 555 La Jolla California 92037-4570,California,Not Available,http://www.fatcatbeers.com,United States,West,Pacific
The Federal Brewing Company,micro,102 S Main St Federalsburg Maryland 21632-1215,Maryland,Not Available,http://www.fedbrew.com,United States,South,South Atlantic
"The Feinics Company, Inc.",planning,Not Available Pollock Pines California 95726-9751,California,9163003049,Not Available,United States,West,Pacific
The Filling Station Microbrewery,micro,642 Railroad Pl Traverse City Michigan 49686-3633,Michigan,2319468168,http://www.thefillingstationmicrobrewery.com,United States,Midwest,East North Central
The Fox Brewpub,brewpub,310 S Carson St Carson City Nevada 89701-4754,Nevada,7758831369,http://www.foxbrewpub.com,United States,West,Mountain
"The Good Beer Company, Inc.",micro,309 W 4th St Santa Ana California 92701-4502,California,7147142988,http://www.thegoodbeerco.com,United States,West,Pacific
The Grain Shed,brewpub,1026 E Newark Ave Spokane Washington 99202,Washington,5092413853,http://www.thegrainshed.coop,United States,West,Pacific
The Grateful Gnome Sandwich Shoppe and Brewery,brewpub,4369 Stuart St Denver Colorado 80212-2335,Colorado,7205986863,http://www.thegratefulgnome.com,United States,West,Mountain
The Guardian Brewing Company,micro,514 E Jackson Street Muncie Indiana 47305,Indiana,7652738918,http://www.theguardianbrewingco.com,United States,Midwest,East North Central
The Harmony Inn,brewpub,230 Mercer St Harmony Pennsylvania 16037-6812,Pennsylvania,Not Available,Not Available,United States,Northeast,Middle Atlantic
The Heavy Metal Brewing Co.,brewpub,809 Macarthur Blvd Vancouver Washington 98661-7013,Washington,3602581691,http://www.theheavymetalbrewingco.com,United States,West,Pacific
The Hidden Mother Brewery,micro,412 W Sharp Ave Spokane Washington 99201-2421,Washington,5099193595,https://thehiddenmotherbrewery.com,United States,West,Pacific
The Highway Brewing Co.,brewpub,209 W Houghton Ave West Branch Michigan 48661-1219,Michigan,9897090716,http://www.highwaybrewingco.com,United States,Midwest,East North Central
The Hold By Revelry Brewing,micro,36 Romney St Charleston South Carolina 29403-3825,South Carolina,Not Available,http://www.revelrybrewingco.com,United States,South,South Atlantic
The Hop Brewery,brewpub,203 W Market St Christopher Illinois 62822,Illinois,8667244677,http://www.thehopbrewery.com,United States,Midwest,East North Central
The Hop Haus,micro,2568 SW Orchard Ct Gresham Oregon 97080-9532,Oregon,5033108113,Not Available,United States,West,Pacific
The Intrepid Sojourner Beer Project,micro,925 W 8th Ave Denver Colorado 80204-4333,Colorado,8122498792,http://sojournerbeers.com,United States,West,Mountain
The Jolly Scholar,brewpub,11111 Euclid Ave Cleveland Ohio 44106-1715,Ohio,2163680090,http://www.thejollyscholar.com,United States,Midwest,East North Central
The Knickerbocker/ New Holland Brewing,brewpub,417 Bridge St NW Grand Rapids Michigan 49504-5305,Michigan,6163455642,Not Available,United States,Midwest,East North Central
The Knuckle Brewing Company,brewpub,918 2nd St Sturgis South Dakota 57785-1510,South Dakota,6055619846,Not Available,United States,Midwest,West North Central
The Larimer Beer Company,contract,3620 Newport St Denver Colorado 80207-1508,Colorado,7205076369,http://www.thelarimer.com,United States,West,Mountain
The Livery,brewpub,190 5th St Benton Harbor Michigan 49022-3484,Michigan,2699258760,http://www.liverybrew.com,United States,Midwest,East North Central
The Lone Wolfe Brewing Co.,brewpub,36 Mill St Wolfeboro New Hampshire 03894-4485,New Hampshire,6035151273,http://www.thelonewolfe.com,United States,Northeast,New England
The Lost Borough Brewing Company,micro,543 Atlantic Ave Rochester New York 14609-7316,New York,5854718122,http://www.lostboroughbrewing.com,United States,Northeast,Middle Atlantic
The Malai Kitchen,brewpub,3699 McKinney Ave Ste 319 Dallas Texas 75204-4563,Texas,2145997857,http://www.malaikitchen.com,United States,South,West South Central
The Manhattan Project Beer Company,micro,15103 Surveyor Blvd Addison Texas 75001-4316,Texas,Not Available,http://www.manhattanproject.beer,United States,South,West South Central
The Maple Grille LLC,brewpub,13105 Gratiot Rd Hemlock Michigan 48626-8444,Michigan,Not Available,Not Available,United States,Midwest,East North Central
The Millworks Brewery,brewpub,340 Verbeke St Harrisburg Pennsylvania 17102-2052,Pennsylvania,7176954888,http://www.millworksharrisburg.com,United States,Northeast,Middle Atlantic
The Mitten Brewing Co,brewpub,527 Leonard St NW Grand Rapids Michigan 49504-4278,Michigan,6166085612,http://www.mittenbrewing.com,United States,Midwest,East North Central
The Mitten Brewing Company Production Facility,micro,540 Leonard St NW Grand Rapids Michigan 49504-4260,Michigan,Not Available,Not Available,United States,Midwest,East North Central
The Mitten Brewing Company - Saugatuck,brewpub,329 Water St Saugatuck Michigan 49453,Michigan,6166085612,Not Available,United States,Midwest,East North Central
The Neighborhood Beer Co.,micro,156 Epping Rd Exeter New Hampshire 03833-4521,New Hampshire,6035126228,http://nhbeerco.com,United States,Northeast,New England
The New Buffalo Brewing Co. Inc,contract,11163 Main St Clarence New York 14031-1701,New York,7162007275,http://www.newbuffalobrewing.com,United States,Northeast,Middle Atlantic
The Norwich Inn - Jasper Murdock's Alehouse,brewpub,325 Main St Norwich Vermont 05055-9453,Vermont,8026491143,http://www.norwichinn.com,United States,Northeast,New England
The Olde Mecklenburg Brewery,regional,4150 Yancey Rd Charlotte North Carolina 28217-1738,North Carolina,7045255644,http://www.oldemeckbrew.com,United States,South,South Atlantic
The Other Side of the Moon - Jamestown,brewpub,103 W Main St Jamestown North Carolina 27282,North Carolina,3633072887,Not Available,United States,South,South Atlantic
The Outlaw Brewing Company,micro,215 Scotland Rd Winchester New Hampshire 03470-3006,New Hampshire,4136279700,http://Www.theoutlawbrewingcompany.com,United States,Northeast,New England
The Parlor,brewpub,205 Lake Ave Traverse City Michigan 49684-2532,Michigan,2319414422,http://www.bigtoebrewery.com,United States,Midwest,East North Central
The Peddler,brewpub,835 3rd Ave Huntington West Virginia 25701,West Virginia,3046910415,Not Available,United States,South,South Atlantic
The Peoples Pint / Franklin County Brewing Co,brewpub,76 Hope St Greenfield Massachusetts 01301-3573,Massachusetts,4137730333,http://www.thepeoplespint.com,United States,Northeast,New England
The Perch Pub & Brewery,brewpub,232 S Wall St Chandler Arizona 85225-9528,Arizona,4805808044,http://www.perchpubbrewery.com,United States,West,Mountain
The Phoenix Ale Brewery,micro,3002 E Washington St # 3002 Phoenix Arizona 85034-1518,Arizona,6022755049,http://phoenixale.com,United States,West,Mountain
The Phoenix Brewing Company,micro,131 N Diamond St Mansfield Ohio 44902-1331,Ohio,4195222552,http://www.phoenixbrewing.com,United States,Midwest,East North Central
The Phoenix On Westheimer,brewpub,1915 Westheimer Rd Houston Texas 77098-1521,Texas,7135263100,http://www.phoenixow.com,United States,South,West South Central
The Portsmouth Brewery,brewpub,56 Market St Portsmouth New Hampshire 03801-3750,New Hampshire,6034311115,http://www.portsmouthbrewery.com,United States,Northeast,New England
The Post Brewing Co,brewpub,2027 13th St Boulder Colorado 80302-5201,Colorado,7203723341,http://www.postbrewing.com,United States,West,Mountain
The Post Brewing Co,brewpub,105 W Emma St Lafayette Colorado 80026-1501,Colorado,3035932066,http://www.postbrewing.com,United States,West,Mountain
The Proper Brewing Company,brewpub,117 W Broad St Quakertown Pennsylvania 18951-1200,Pennsylvania,2674905168,http://www.theproperbrewing.com,United States,Northeast,Middle Atlantic
The Public Option,brewpub,1601 Rhode Island Ave NE Washington District of Columbia 20018-1841,District of Columbia,2023975129,http://www.thepublicoptiondc.com,United States,South,South Atlantic
The Rare Barrel,micro,940 Parker St Berkeley California 94710,California,5109846585,http://www.therarebarrel.com,United States,West,Pacific
The Ravenous Pig / Cask & Larder,brewpub,565 W Fairbanks Ave Winter Park Florida 32789-5005,Florida,3212804200,http://www.caskandlarder.com,United States,South,South Atlantic
The Red Baron,brewpub,2495 S Center Rd Burton Michigan 48519-1145,Michigan,8107441310,http://www.baronburger.com,United States,Midwest,East North Central
The Red Yeti,brewpub,256 Spring St Jeffersonville Indiana 47130-3340,Indiana,8122885788,http://www.redyetijeff.com,United States,Midwest,East North Central
The Runway By Patrick,brewpub,2044 Airport Rd Napa California 94558-6208,California,7072586115,http://www.therunwaybypatrick.com,United States,West,Pacific
The Sandlot Brewery At Coors Field,large,2145 Blake St Denver Colorado 80205-2010,Colorado,3032981587,http://www.millercoors.com,United States,West,Mountain
"The Sanford Beverage Company, Inc. D.B.A. Steele Street Brewing",brewpub,300 S Steele St Ionia Michigan 48846-2008,Michigan,6165234003,http://www.steelestreetbrewing.com,United States,Midwest,East North Central
The Shop Beer Co.,micro,922 W 1st St Tempe Arizona 85281-2674,Arizona,6027174237,http://www.theshop.beer,United States,West,Mountain
The St. George Brewing Company,micro,204 Challenger Way Hampton Virginia 23666-1365,Virginia,7578657781,http://www.stgbeer.com,United States,South,South Atlantic
The Stalking Horse,brewpub,10543 West Pico Blvd Los Angeles California 90064,California,4248327511,http://www.thestalkinghorsepub.com,United States,West,Pacific
The Station U Brew,micro,211 W Stewart Puyallup Washington 98371-4393,Washington,2534663721,Not Available,United States,West,Pacific
The Sycamore Brewing Cannery,micro,401 W 24th St Charlotte North Carolina 28206-2664,North Carolina,7049103821,Not Available,United States,South,South Atlantic
The Tap Brewery,brewpub,204 W Kirkwood Ave Bloomington Indiana 47404-5144,Indiana,8122878579,http://www.thetapbeerbar.com,United States,Midwest,East North Central
The Tap Brewing Company,brewpub,100 Washington St Haverhill Massachusetts 01832-5500,Massachusetts,6178358315,http://www.tapbrewingcompany.com,United States,Northeast,New England
The Vanguard Brewpub & Distillery,brewpub,504 N King St Hampton Virginia 23669-3057,Virginia,7576408100,http://www.thevanguard757.com,United States,South,South Atlantic
The Vegetable Hunter,brewpub,614 N 2nd St Harrisburg Pennsylvania 17101-1001,Pennsylvania,7176956229,http://www.TheVegetableHunter.com,United States,Northeast,Middle Atlantic
The Veil Brewing Company,micro,1301 Roseneath Rd Richmond Virginia 23230-4623,Virginia,Not Available,http://www.theveilbrewing.com,United States,South,South Atlantic
The Woodburn Brewery,micro,2800 Woodburn Ave Cincinnati Ohio 45206-1793,Ohio,5132212337,http://www.woodburnbrewery.com,United States,Midwest,East North Central
The Wrecking Bar Brewpub,brewpub,292 Moreland Ave NE Atlanta Georgia 30307-1953,Georgia,4042212600,http://www.wreckingbarbrewpub.com,United States,South,South Atlantic
There Does Not Exist,planning,Not Available San Luis Obispo California 93401,California,Not Available,http://www.theredoesnotexist.com,United States,West,Pacific
These Guys Brewing Company,brewpub,78 Franklin St Norwich Connecticut 06360-5806,Connecticut,8609498550,http://www.theseguysbrewig.com,United States,Northeast,New England
Thew Brewing Company,micro,301 2nd Ave Cedar Rapids Iowa 52404,Iowa,3193438439,http://www.thewbrew.com,United States,Midwest,West North Central
Thimble Island Brewery,micro,16 Business Park Dr Branford Connecticut 06405-2924,Connecticut,2032082827,http://www.thimbleislandbrewery.com,United States,Northeast,New England
Thin Man Brewery,brewpub,486 Elmwood Ave Buffalo New York 14222-2014,New York,7169234100,http://www.thinmanbrewery.com,United States,Northeast,Middle Atlantic
Third Monk Brewing Co,micro,228 S Lafayette St South Lyon Michigan 48178-1406,Michigan,2482786366,http://www.thirdmonkbrewingco.com,United States,Midwest,East North Central
Third Rail Beer,contract,928 Broadway Ste 902 New York New York 10010-8139,New York,Not Available,http://www.thirdrailbeer.com,United States,Northeast,Middle Atlantic
Third Space Brewing,micro,1505 W Saint Paul Ave Milwaukee Wisconsin 53233,Wisconsin,4149092337,http://www.thirdspacebrewing.com,United States,Midwest,East North Central
Third State Brewing,micro,352 High St Burlington New Jersey 08016-4412,New Jersey,6093871620,http://www.thirdstatebrewing.com,United States,Northeast,Middle Atlantic
Third Street Aleworks,brewpub,610 3rd St Santa Rosa California 95404-4418,California,7075233060,http://www.thirdstreetaleworks.com,United States,West,Pacific
Third Street Brewhouse,regional,219 Red River Ave N Cold Spring Minnesota 56320-1624,Minnesota,3206853690,http://www.thirdstreetbrewhouse.com,United States,Midwest,West North Central
Third Wheel Brewing,brewpub,4008 N Service Rd Saint Peters Missouri 63376-6462,Missouri,6363239810,http://www.thirdwheelbrewing.com,United States,Midwest,West North Central
Thirsty Bro Brewing,micro,141 E Main St Royse City Texas 75189-3712,Texas,2818417246,http://www.ThirstyBroBrewingCo.com,United States,South,West South Central
Thirsty Dog Brewing Company,micro,529 Grant St Ste 103 Akron Ohio 44311-1184,Ohio,3302522739,http://www.thirstydog.com,United States,Midwest,East North Central
Thirsty Monk Brewery,brewpub,92 Patton Ave Asheville North Carolina 28801-3315,North Carolina,8282545470,http://www.monkpub.com,United States,South,South Atlantic
Thirsty Monk Pub Brewery,micro,1604 E 17th Ave Denver Colorado 80218-1621,Colorado,Not Available,Not Available,United States,West,Mountain
Thirsty Pagan Brewing Co,brewpub,1623 Broadway St Superior Wisconsin 54880-1616,Wisconsin,7153942500,http://www.thirstypaganbrewing.com,United States,Midwest,East North Central
Thirsty Planet Brewing Co,micro,8201 S Congress Ave Austin Texas 78745-7305,Texas,5128260948,http://www.thirstyplanet.net,United States,South,West South Central
Thirsty Souls Community Brewing,micro,238 Market St Mount Airy North Carolina 27030-3514,North Carolina,Not Available,http://www.thirstysoulscommunitybrewing.com,United States,South,South Atlantic
Thirsty Street Brewing,brewpub,3008 1st Ave N Billings Montana 59101-2134,Montana,4069693200,http://www.thirstystreet.com,United States,West,Mountain
ThirstyBear Organic Brewery,brewpub,661 Howard St San Francisco California 94105-3915,California,4159740905,http://www.thirstybear.com,United States,West,Pacific
Thomas Creek Brewery,micro,2054 Piedmont Hwy Greenville South Carolina 29605-4840,South Carolina,8646051166,http://www.thomascreekbeer.com,United States,South,South Atlantic
Thomas Hooker Brewing Co LLC,micro,16 Tobey Rd Bloomfield Connecticut 06002-3522,Connecticut,8602423111,http://www.hookerbeer.com,United States,Northeast,New England
Thorn Brewing Co,micro,1745 National Ave. San Diego California 92113-1010,California,Not Available,Not Available,United States,West,Pacific
Thorn Street Brewery,micro,3174 Thorn St San Diego California 92104-4636,California,6195012739,http://www.thornstreetbrew.com,United States,West,Pacific
Thornapple Brewing Company,micro,6262 28th st SE Grand rapids Michigan 49546,Michigan,6164226209,http://Www.thornapplebrewing.com,United States,Midwest,East North Central
Thr3e Punks Ale,micro,259 Third Ave Chula Vista California 91910-2721,California,6198579092,http://3punkales.com/red/index.html,United States,West,Pacific
Three 3's Brewery,micro,50 13th St Hammonton New Jersey 08037-1559,New Jersey,7328141396,http://www.three3sbrewing.com,United States,Northeast,Middle Atlantic
Three Barrel Brewing Co,brewpub,475 Grand Ave del Norte Colorado 81132-2204,Colorado,7196570681,http://www.threebarrelbrew.com,United States,West,Mountain
Three Blondes Brewing,brewpub,1875 Phoenix St South Haven Michigan 49090-7151,Michigan,Not Available,http://www.threeblondesbrewing.com,United States,Midwest,East North Central
Three Bridges Brewing / Off the Wagon Brewery,brewpub,2107 Tamiami Trl S Venice Florida 34293-5011,Florida,9414972048,http://www.otwbar.com,United States,South,South Atlantic
Three Bull Brewing Co,micro,809 19th St Snohomish Washington 98290-1444,Washington,2065505244,http://www.threebullbrewing.com,United States,West,Pacific
Three Creeks Brewing Co,brewpub,721 Desperado Ct Sisters Oregon 97759-9514,Oregon,5415491963,http://www.threecreeksbrewing.com,United States,West,Pacific
Three Forks Bakery & Brewing Company,brewpub,211 Commercial St Nevada City California 95959-2506,California,5304708333,http://threeforksnc.com,United States,West,Pacific
Three Four Beer Company,brewpub,829 S Shields St Fort Collins Colorado 80521-3599,Colorado,9706821560,http://www.threefourbeerco.com,United States,West,Mountain
Three Heads Brewing,micro,186 Atlantic Ave Rochester New York 14607-1213,New York,5852441224,http://www.threeheadsbrewing.com,United States,Northeast,Middle Atlantic
Three Huskies Brewing & Dobber's Grill,brewpub,401 Lakeshore Dr Canandaigua New York 14424-2338,New York,5852603530,http://www.threehuskiesbrewing.com,United States,Northeast,Middle Atlantic
Three Mile Brewing Co,micro,231 G St Davis California 95616-4549,California,5305644351,http://www.threemilebrewing.com/,United States,West,Pacific
Three Mugs Brewing Company,micro,2020 NE Aloclek Dr Ste 108 Hillsboro Oregon 97124-8053,Oregon,9713220232,http://threemugsbrewing.com,United States,West,Pacific
Three Notch'd Brewing Company,micro,520 2nd St SE Charlottesville Virginia 22902-5794,Virginia,Not Available,Not Available,United States,South,South Atlantic
Three Notch'd RVA Collab House,micro,2930 W Broad St Richmond Virginia 23230-5114,Virginia,4342930610,http://www.threenotchdbrewing.com,United States,South,South Atlantic
Three Notch'd Sour House,micro,520 2nd St SE Charlottesville Virginia 22902-5794,Virginia,4349563141,http://threenotchdbrewing.com/,United States,South,South Atlantic
Three Notch'd Valley Collab House,micro,241 E Market St Harrisonburg Virginia 22801,Virginia,4342930610,Not Available,United States,South,South Atlantic
Three Points Urban Brewery,micro,331 E 13th St Cincinnati Ohio 45202-7307,Ohio,5135555555,http://www.3pointsbeer.com,United States,Midwest,East North Central
Three Rivers Eatery and Brewery,brewpub,101 E Main St Farmington New Mexico 87401-2701,New Mexico,5053242187,http://www.threeriversbrewery.com,United States,West,Mountain
Three Spirits Brewery,micro,5046 Old Pineville Rd Ste 200 Charlotte North Carolina 28217-3033,North Carolina,9802074881,http://www.threespiritsbrewery.com,United States,South,South Atlantic
Three Taverns Craft Brewery,micro,121 New St Decatur Georgia 30030-4131,Georgia,4046003355,http://www.threetavernsbrewery.com,United States,South,South Atlantic
Three Tigers Brewing Company,brewpub,140 N Prospect St Granville Ohio 43023-1337,Ohio,7409204680,http://www.threetigersbrewing.com,United States,Midwest,East North Central
Three Twenty Brewing Co.,micro,135 5th St SE Pine City Minnesota 55063-1510,Minnesota,3203221237,http://www.threetwentybrewing.com,United States,Midwest,West North Central
"Threefoot Brewing Company, LLC",contract,4010 23rd Avenue Meridian Mississippi 39305,Mississippi,6016931074,http://www.threefootbrewing.com,United States,South,East South Central
Threes Brewing,micro,333 Douglass St Brooklyn New York 11217-3115,New York,7185222110,http://www.threesbrewing.com,United States,Northeast,Middle Atlantic
Thunderhawk Alements,micro,8675 Miralani Dr Ste 100 San Diego California 92126-4355,California,6199524832,http://thunderhawkbeer.com,United States,West,Pacific
Thunderhead Brewing Co,brewpub,18 E 21st St Kearney Nebraska 68847-5402,Nebraska,3082371558,http://www.thunderheadbrewing.com,United States,Midwest,West North Central
Tibbs Brewing Co,brewpub,402 S Burdick St Kalamazoo Michigan 49007-5218,Michigan,8777627397,Not Available,United States,Midwest,East North Central
Tie and Timber Beer Company,micro,1459 E Cherry St Springfield Missouri 65802-3356,Missouri,7202814664,http://www.tieandtimberbeerco.com,United States,Midwest,West North Central
Tied House Cafe and Brewery-Mtn View,brewpub,954 Villa St Mountain View California 94041-1236,California,6509652739,http://www.tiedhouse.com,United States,West,Pacific
Tight Lines Pub,brewpub,709 Arendell St Morehead City North Carolina 28557-4214,North Carolina,2527730641,http://www.tightlinesbrewing.com,United States,South,South Atlantic
